fraudulent,full_description
0,sap abap development ph 00 taguig city 20000 50000 collabera fast growing end end information technology service solution provider work lead global 2000 organization banking amp financial services telecommunications amp media technology energy amp utilities manufacturing amp retail domain collabera deliver highly responsive innovative solution help client align strategy business goal address important need combination consult solution proprietary methodology asset base service collaborative engagement model collabera employ 8000 professional across 25 office 4 world class delivery center u uk india singapore philippines deliver full portfolio service include consulting application development amp management independent testing services enterprise software solutions product engineering services business intelligence amp data warehousing mobile wireless infrastructure management well professional services job title sap abap development sap dev proc data integration location taguig cityyears experience least 3 year job description requirements sap abap developers work technical designs code unit testing assembly test ricef object experience lsmw 3 year abap experience job title sap abap development sap dev proc data integration requirements sap abap developers work technical designs code unit testing assembly test ricef object experience lsmw 3 year abap experience collabera fast growing end end information technology service solution provider work lead global 2000 organization banking amp financial services telecommunications amp media technology energy amp utilities manufacturing amp retail domain collabera deliver highly responsive innovative solution help client align strategy business goal address important need combination consult solution proprietary methodology asset base service collaborative engagement model collabera employ 8000 professional across 25 office 4 world class delivery center u uk india singapore philippines deliver full portfolio service include consulting application development amp management independent testing services enterprise software solutions product engineering services business intelligence amp data warehousing mobile wireless infrastructure management well professional services contract associate bachelor degree computer software information technology information technology
0,siebel configuration ph 00 quezon city 25000 50000 collabera fast growing end end information technology service solution provider work lead global 2000 organization banking amp financial services telecommunications amp media technology energy amp utilities manufacturing amp retail domain collabera deliver highly responsive innovative solution help client align strategy business goal address important need combination consult solution proprietary methodology asset base service collaborative engagement model collabera employ 8000 professional across 25 office 4 world class delivery center u uk india singapore philippines deliver full portfolio service include consulting application development amp management independent testing services enterprise software solutions product engineering services business intelligence amp data warehousing mobile wireless infrastructure management well professional services job title siebel configurationlocation quezon cityyears experience least 2 year job description strong siebel configuration programming experience functional knowledge strong understanding software architecture programming principle require participate requirement review session business analyst sme translate requirement high level design provide level effort estimate contribute project planning require ability come creative technical solution apply siebel good practice work within code standard design code review approve siebel technical lead strong verbal write communication skill require provide high level customer service support work effectively developer business analyst business stakeholder complete detailed technical design documentation develop solution follow siebel good practice perform thorough unit testing participate test phase project systems integration testing user acceptance testing resolve application defect implement system enhancement support qa release management procedure general system administration work user developer programmer correct recur problem siebel provide production support troubleshooting assistance siebel related issue mentor coach knowledge share development team participate code review adhere software development methodology provide daily progress update siebel tech arch install configure developer desktop team member provide technical support team member backups file server perform daily full incremental srf compilation perform object migration across environment basic siebel database server administration report progress team lead regular basis assign task deliver assign task time good quality document various ta relate procedure guideline future reference manage maintain master data files perform lov update log master delta files send migration release note client counterpart inform detail complete migration installation gateway siebel server different language pack scratch installation unshipped language focus understanding different siebel component modify fit requirement focus code create component ensure siebel customization properly implement understand component work know field mapping within siebel hour 8 00am 5 00pmlocation quezon city trong siebel configuration programming experience functional knowledge strong understanding software architecture programming principle require participate requirement review session business analyst sme translate requirement high level design provide level effort estimate contribute project planning require ability come creative technical solution apply siebel good practice work within code standard design code review approve siebel technical lead strong verbal write communication skill require provide high level customer service support work effectively developer business analyst business stakeholder complete detailed technical design documentation develop solution follow siebel good practice perform thorough unit testing participate test phase project systems integration testing user acceptance testing resolve application defect implement system enhancement support qa release management procedure general system administration collabera fast growing end end information technology service solution provider work lead global 2000 organization banking amp financial services telecommunications amp media technology energy amp utilities manufacturing amp retail domain collabera deliver highly responsive innovative solution help client align strategy business goal address important need combination consult solution proprietary methodology asset base service collaborative engagement model collabera employ 8000 professional across 25 office 4 world class delivery center u uk india singapore philippines deliver full portfolio service include consulting application development amp management independent testing services enterprise software solutions product engineering services business intelligence amp data warehousing mobile wireless infrastructure management well professional services contract mid senior level master degree information technology services information technology information technology
0,developer ph 00 mandaluyong city 20000 40000 collabera fast growing end end information technology service solution provider work lead global 2000 organization banking amp financial services telecommunications amp media technology energy amp utilities manufacturing amp retail domain collabera deliver highly responsive innovative solution help client align strategy business goal address important need combination consult solution proprietary methodology asset base service collaborative engagement model collabera employ 8000 professional across 25 office 4 world class delivery center u uk india singapore philippines deliver full portfolio service include consulting application development amp management independent testing services enterprise software solutions product engineering services business intelligence amp data warehousing mobile wireless infrastructure management well professional services job title developerlocation mandaluyong cityyears experience least 0 6 month job description required knowledge amp skills1 graduate degree holder least 2 year college 2 0 6 month experience3 excellent write verbal communication skill english 4 excellent troubleshooting skill search skill ability approach problem logically5 prove ability work fast pace environment meet urgent deadlines6 knowledge action script 2 3 7 knowledge javascript html css xml php python8 knowledge html5 mobile sdk preferred9 knowledge flash development designer code capacity 10 demonstrable programming knowledge object orient language prefer general problem solving decision making resourcefulness attention detailexperience year relevant experience 0 6 monthsmin level education 2nd year college back subject experiencefield study computer relate courses technical course 1 graduate degree holder least 2 year college 2 0 6 month experience3 excellent write verbal communication skill english 4 excellent troubleshooting skill search skill ability approach problem logically5 prove ability work fast pace environment meet urgent deadlines6 knowledge action script 2 3 7 knowledge javascript html css xml php python8 knowledge html5 mobile sdk preferred9 knowledge flash development designer code capacity 10 demonstrable programming knowledge obj collabera fast growing end end information technology service solution provider work lead global 2000 organization banking amp financial services telecommunications amp media technology energy amp utilities manufacturing amp retail domain collabera deliver highly responsive innovative solution help client align strategy business goal address important need combination consult solution proprietary methodology asset base service collaborative engagement model collabera employ 8000 professional across 25 office 4 world class delivery center u uk india singapore philippines deliver full portfolio service include consulting application development amp management independent testing services enterprise software solutions product engineering services business intelligence amp data warehousing mobile wireless infrastructure management well professional services contract internship bachelor degree information technology services information technology information technology
0,sourcing importation consultant ph 00 philippies 20000 60000 collabera fast growing end end information technology service solution provider work lead global 2000 organization banking amp financial services telecommunications amp media technology energy amp utilities manufacturing amp retail domain collabera deliver highly responsive innovative solution help client align strategy business goal address important need combination consult solution proprietary methodology asset base service collaborative engagement model collabera employ 8000 professional across 25 office 4 world class delivery center u uk india singapore philippines deliver full portfolio service include consulting application development amp management independent testing services enterprise software solutions product engineering services business intelligence amp data warehousing mobile wireless infrastructure management well professional services job title sourcing importation consultantlocation philippines year experience least 2 year job description sourcing importation consultantrequirements function sourcing family sourcing band consultantdescription sourcing importation consultant responsible order process healthcare business scope work validate invoice support doc tax compliance requirement cost accuracy b po receive system c provide visibility healthcare finance transmittal transaction cover 2014 current period sourcing importation consultant responsible encoding standard import summary archiving uploading import invoice system transaction cover 2013 current period key responsibility include sourcing responsible timely accurate complete po receiving sourcing coordination supplier finance invoice support doc tax compliance requirements importation responsible timely accurate complete record keeping import summary healthcare hardcopy archive healthcare scan copy archive system folder qualifications 1 bachelor degree least 2 year experience work office administration order processing 2 bachelor degree computer science information systems information technology office administration computer applications relevant course preferred3 high proficiency ms excel order processing system ie oracle familiarity ms outlook4 prove ability meet deadline fast paced change environment5 excellent communication analytical skill 6 ability work effectively cross functional team environment office administration finance 7 keen detail verification create energy deliver practical hand audit paperwork scan copy 1 bachelor degree least 2 year experience work office administration order processing 2 bachelor degree computer science information systems information technology office administration computer applications relevant course preferred3 high proficiency ms excel order processing system ie oracle familiarity ms outlook4 prove ability meet deadline fast paced change environment5 excellent communication analytical skill 6 ability work effectively cross functional team environment office administration finance 7 keen detail verification create energy deliver practical hand audit paperwork scan copy collabera fast growing end end information technology service solution provider work lead global 2000 organization banking amp financial services telecommunications amp media technology energy amp utilities manufacturing amp retail domain collabera deliver highly responsive innovative solution help client align strategy business goal address important need combination consult solution proprietary methodology asset base service collaborative engagement model collabera employ 8000 professional across 25 office 4 world class delivery center u uk india singapore philippines deliver full portfolio service include consulting application development amp management independent testing services enterprise software solutions product engineering services business intelligence amp data warehousing mobile wireless infrastructure management well professional services contract associate bachelor degree information technology services information technology information technology
0,multi disciplined designer retoucher photographer gb lnd london 18000 21000 wedo collection niched e commerce store aim first destination online shopper buy various niche operate due continue commitment good look people join lively team exciting time continue grow look incredibly passionate people want part something amazing look outgoing positive driven individual want make difference work teach lot need know job teach aptitude attitude two important aspect succeed wedo like work environment feel friendly welcoming professional highly interactive ready hear idea read ecommerce account large proportion uk economy nation result home innovative forward think company world wedo cut edge revolution one fast grow ecommerce company uk currently develop portfolio furniture retail site also move niche future strive use develop new technology alongside traditional equally important discipline provide customer smooth enjoyable simple online shopping experience way reach point recruit people right attitude fit culture pride flat hierarchy one reason idea able percolate come fore every member team currently look someone work within creative design team retouch product image high standard take product image within photography studio deliver exceptional graphic web many digital source exciting opportunity multimedia enthusiast work across multiple discipline grow within fun exciting ecommerce environment full time role work mon fri 9 00 18 00 start soon possible primary responsibility include retouch product image start finish set photographic studio take digital image product ensure product light correctly efficiently creatively create ad hoc design element print webother responsibility include provide web design team graphicsadministere evolve photography studio environmentcreate product video site studio video static image compilationskeepe image file organise maintain look feel exist brand imagery young grow team require balanced mix experience desire learn ideal candidate would possess follow skill experience essential requirement work within retouching position least 12 months studio photography experiencea photography graphic design multimedia degreea strong portfolio show high level retouching example studio product photography high level experience adobe creative suite predominantly photoshop indesign illustrator lightroom excellent work ethic team player desire learnexcellent time management proactive attitudeexperience use html cssexperience shoot video websomeone strong physical build able willing assemble shift heavy large furniturepreferable product photography experience especially large items experience play part setting photographic studio experience maya cinema 4d motion graphic bring new design skill team example html5 animation apply please reply advert send cv portfolio attachment please address cover letter attention ms anita pecsi state able start application without cover letter portfolio consider staff discount scheme holidays 24 day per annum opportunity work fast paced fast grow company limit far progress within business full time entry level bachelor degree internet design e commerce
0,oracle financials ph 00 quezon city 20000 50000 collabera fast growing end end information technology service solution provider work lead global 2000 organization banking amp financial services telecommunications amp media technology energy amp utilities manufacturing amp retail domain collabera deliver highly responsive innovative solution help client align strategy business goal address important need combination consult solution proprietary methodology asset base service collaborative engagement model collabera employ 8000 professional across 25 office 4 world class delivery center u uk india singapore philippines deliver full portfolio service include consulting application development amp management independent testing services enterprise software solutions product engineering services business intelligence amp data warehousing mobile wireless infrastructure management well professional services job title oracle financialslocation quezon cityyears experience least 2 year job description design packaged solution services implement integrated packaged solution perform transition planning psi implementation analyze specific package architecture impacts perform pkg soln cons url fb32e87c12a9db3289b811c5b972670e00195c84475312fbde8ec42d7f2e4d7c job title oracle financialslocation quezon cityyears experience least 2 year job description design packaged solution services implement integrated packaged solution perform transition planning psi implementation analyze specific package architecture impacts perform pkg soln cons url fb32e87c12a9db3289b811c5b972670e00195c84475312fbde8ec42d7f2e4d7c collabera fast growing end end information technology service solution provider work lead global 2000 organization banking amp financial services telecommunications amp media technology energy amp utilities manufacturing amp retail domain collabera deliver highly responsive innovative solution help client align strategy business goal address important need combination consult solution proprietary methodology asset base service collaborative engagement model collabera employ 8000 professional across 25 office 4 world class delivery center u uk india singapore philippines deliver full portfolio service include consulting application development amp management independent testing services enterprise software solutions product engineering services business intelligence amp data warehousing mobile wireless infrastructure management well professional services contract executive bachelor degree information technology services information technology information technology
0,office administrator us tx corpus christi 29000 32000 straight edge technology team comprise quality individual skill knowledge education experience attain year service industry pride hire good individual form cohesive team focus quality work quality service technician various level knowledge experience handle everything minor printing issue complete network design build technician certification respected organization comptia dell microsoft cisco promote ongoing education training technician provide good current solution client expertise line business application citrix quickbooks peachtree ms office adobe office 365 many also extensive experience medical emr instal provide ongoing support medical clientele straight edge technology inc company commit excellence work purpose want create environment encourage team work allow employee strive core value focus provide top quality computer support small medium sized business south texas area customer service top priority design implement maintain business system solution offer use good class product draw upon late technology cut edge innovation straight edge able support customer highly reliable premise cloud solution online backup service bring highly secured disaster recovery solution provide business owner peace mind certify engineering team install long term solution quality result currently search office administrator corpus christi office location office comfortable professional environment team dependable work ethic strong look supplement team follow duty responsibility include limit following 30 office administration 30 reception dispatch 20 accounting 10 administrative assistant 5 purchasing procurement 2 5 inventory 2 5 human resources required skills strong organizational skills excellent ability communicate listen ability courteously obtain convey concise problem service department maintain composed manner client comfortable organizing task request prioritized listeducation certifications high school diploma equivalent required comfortable quickbooks bookkeeping payroll proficient computer skillso word processingo online software platformso scanning indexing document file folderso familiar online ordering product service work environment individual primary workstation locate office environment noise level environment low moderate full time employee enjoy benefit include medical dental visionother benefit include excellent organizational culture fast pace forward thinking environment growth potential exposure late great technology virtualization cloud computing disaster recovery remote monitoring management full time associate high school equivalent computer networking administrative admin
0,account executive us ca irvine 50000 72000 happyfox young startup bring happiness quotient support team help company transform customer support team good great offering include help desk ticketing system self center support center knowledge base forum social medium support management info check url 7fe95ca462a848b79ff7744e7d9d59c2b6814caf76ccea2db2eb1cec5090c67f happyfox bring happiness quotient support team help company transform customer support team good great account executive happyfox responsible forselle happyfox value proposition inbound prospect play integral role define sale strategy product evangelist customer support expert prospective exist customerscontribute directly growth happyfox businessengage c level executive customer support leader decision maker prospective companiesbuilde relationship stakeholder salesability understand current pain point business project successprovide consistent feedback product marketing team customer expectation preference appreciation ability take deal closureexcellent clarity communicationconsultative approach successfully close complex sale cyclesat least 2 4 year experience sell technology base productsability quickly build rapportability demos great presentation use remote online meetings webinarsexhibit consistent track record top performancebring positive energy strong work ethic self discipline good time management skillsexposure tool like wordpress magento shopify salesforce crmsexperience sell saas product big plus competitive paycasual high energy work environment could see idea win full time associate bachelor degree information technology services sales sale
0,legal services operations stakeholder engagement ca bc vancouver 45 65 pardon services canada national legal service company establish 1989 serve advocate canadians past criminal record wish exercise right criminal records act canada immigration amp nationality act united states obtain record suspension formerly call pardon us entry waivers also assist temporary resident permits criminal rehabilitation status americans past criminal record next great employee ideally background legal service law enforcement parole aspect criminal justice system company specialize obtain record suspension travel waiver record purge help 13 canadians past criminal record get fresh start expertise experience make leader field celebrate 25th year position objective develop value operational effectiveness processing team client file administration overall cost time require file management increase pardon services canada effectiveness engage canadian policy regulatory stakeholder member management team would work collaboratively president managing director business development specialist strategic business planning business process innovation project advocacy public relation communication strategy would also develop effective work relationship key stakeholder government national advocacy organization industry partner team 5 processing staff member report direct detail coach grow team record suspension waiver file management specialist manage team individual performance establish target coach team member file management good practice periodic review refinement documentation business process relate manage client file related service support ongoing innovation reduce time cost processing increase processing quality identify lead stakeholder engagement activity would include work federal elect official regulatory manager policy maker leader legal profession key national advocacy group formal informal communication advocacy consensus building program ideally lawyer background legal service legal advocacy law enforcement court system regulatory affair least five year supervisory experience manage legal document application file experience stakeholder engagement advocacy canadian government official elect representative specialized interest group qualification degree criminology law business experience legal service law enforcement parole aspect criminal justice system superior communication interpersonal skill computer skill windows base application erp crm system please forward cover letter resume august 22 2014 late interview commence appropriate candidate apply bright friendly office marine building great amenity close sky train easy commute medical dental benefit 3 month employment fantastic colleagues 45 k 65 k depend education experience full time mid senior level bachelor degree legal services management head office
0,ruby node js developer gb lnd london 40000 60000 know traditional loyalty program boring outdated goal keep innovate test new concept key constantly surprise customer strive loyalty lion rare thing e commerce startup bright future great team awesome investor product get traction market work team base central london rainmake loft overlook thames share office 40 company great environment technologist involve work lead brand across uk great opportunity grow scale business write really clean well test js rubydevelop api integrate ecommerce platformsturn lot ecommerce datum useful insight merchantsdream implement awesome new featureswe plenty challenge problem technical debt slow also free reign use right tool job use include url 968b3a839b798052f33a95a811f8b2366cd66f6bcc98f2885bea5ee47d000659 ruby elasticsearch rabbitmq chef prove track record software developmentruby javascript expertisecomfortable work across entire technology stackexperience database especially postgresql elasticsearchnice aws chef affinity lion big cat great office table tennis video game inspiring view overlook st katherine dockfood drink free fruit week free lunch monday free beer friday plus regular team event partiesgreat equipment macbook big screen two mechanical keyboard get needchallenging problem make sense mountain ecommerce datum discover new way increase customer loyalty full time mid senior level unspecified information technology services information technology technology
0,web developer gr b thessaloniki 14000 22400 dotsoft sa sme specialize software development integrated ict solutions public private sector company found 2004 initially core business activity purely area web application major field expertise today content amp data management digital assets databases workflow system web amp mobile platform aim provide reliable trustworthy integrated ict solution service technology innovation successful project management public private organization dotsoft kind project usually complex integration project strong specialization sw development various demand environment last year dotsoft active r amp project significant success ict precision agriculture wireless sensor environmental monitoring microelectronic platform energy decision support amp workflow system datum preservation use experience know provide innovative solution wide range sector application see project service web site look enthusiastic individual join core development team web developer need work along member team project cover wide area application team passion solve problem combine technology deliver succesful project role require team collaborative spirit excellent english communication skill openness new technology creative solution ability adapt change requirement benefitscompetitive salary depend experience skillsa fantastic friendly productive environment center thessalonikiannual bonus depend productivity result expert understanding experience object orient programming design c php etc advance understanding experience date web technology html5 css3 js etc api architecture e g rest soap etc advance understanding sql database e g mssql mysql etc complex application architecture understanding ability design propose solution fit complex problemsadvance understanding javascript experience framework jquery angular etc understanding design pattern familiarity unit testing test driven development tdd framework experience installation configuration production server environment competitive salary depend experience skillsa fantastic friendly productive environment center thessalonikiannual bonus depend productivity result full time associate unspecified computer software information technology sw dev
0,estimate engineer us tx houston 140000 150000 middle east recruitment specialized recruitment consulting agency establish since 1997 found professional understand need exceptional people corporate world headquarter london middle east recruitment become successful provide good talent consulting service array industry sector major oil amp gas company kingdom saudi arabia seek highly skilled estimating engineer work company throughout ksa 156000 usd tax free look experienced estimating engineer assignment initially year contract basis view extend thereafter interview workshop take place usa houston 8 jun 2014please note interview conduct face face phone skype interview applicant select attend interview reimburse travel hotel cost 1000 day interview regardless get job deadline submission 8 may 2014 face face interview onlyplease apply attend interview location phone skype interview many thank wish good bs degree engineering minimum 6 year experience orb tech engineering minimum 8 year experience orhigh school diploma minimum 10 year experience estimating experience devote petrochemical refinery pipeline power generation project must familiar construction practice material equipment ability communicate fluently speak write english construction experience preferredpetrochemical experience oroil gas experience prefer salary total 156k inclusive allowance tax free accommodation 3 leave year free air tickets free medical care medical insurance 1 year contract renewable merit increase long term employment opportunity car provided tax free full time mid senior level high school equivalent oil energy engineering oil gas
0,cost engineer gb lnd london 70000 90000 middle east recruitment specialized recruitment consulting agency establish since 1997 found professional understand need exceptional people corporate world headquarter london middle east recruitment become successful provide good talent consulting service array industry sector major oil amp gas company kingdom saudi arabia seek highly skilled cost engineer work company throughout ksa 90 000 tax free look experienced cost engineer assignment initially year contract basis view extend thereafter interview workshop take place usa houston 8 jun 2014please note interview conduct face face phone skype interview applicant select attend interview reimburse travel hotel cost 1000 day interview regardless get job deadline submission 8 may 2014 face face interview onlyplease apply attend interview location phone skype interview many thank wish good bs engineering construction management economics bus admin accounting closely related major minimum 6 year experience orb tech engineering minimum 8 year experience orhigh school diploma minimum 10 year experience cost engineering experience include least five year devoted petrochemical refinery pipeline power generation project must familiar construction practice material equipment must ability communicate fluently speak write english construction experience preferredpetrochemical experience oroil gas experience prefer package salary total 90k inclusive allowance tax free accommodation 3 leave year free air tickets free medical care medical insurance 1 year contract renewable merit increase long term employment opportunity car provided tax free full time mid senior level high school equivalent oil energy engineering oil gas
0,construction engineer electrical instrumentation mechanical gb lnd london 70000 90000 middle east recruitment specialized recruitment consulting agency establish since 1997 found professional understand need exceptional people corporate world headquarter london middle east recruitment become successful provide good talent consulting service array industry sector major oil amp gas company kingdom saudi arabia seek highly skilled construction engineer electrical instrumentation mechanical work company throughout ksa 90 000 tax free look experienced construction engineer electrical instrumentation mechanical assignment initially year contract basis view extend thereafter interview workshop take place usa houston 8 jun 2014please note interview conduct face face phone skype interview applicant select attend interview reimburse travel hotel cost 1000 day interview regardless get job deadline submission 8 may 2014 face face interview onlyplease apply attend interview location phone skype interview many thank wish good bs degree engineering minimum 6 year experience orb tech engineering 8 year experience orhigh school diploma 10 year experience experience construction associated engineering field well round knowledge project management cost control cost estimating must completely familiar international building utility piping code familiar budgeting accounting procedure well informed standard safety practice construction experience preferredpetrochemical experience oroil gas experience prefer package salary total 90k inclusive allowance tax free accommodation 3 leave year free air tickets free medical care medical insurance 1 year contract renewable merit increase long term employment opportunity car provided tax free full time mid senior level high school equivalent construction engineering oil gas
0,contracts advisor gb lnd london 70000 90000 middle east recruitment specialized recruitment consulting agency establish since 1997 found professional understand need exceptional people corporate world headquarter london middle east recruitment become successful provide good talent consulting service array industry sector major oil amp gas company kingdom saudi arabia seek highly skilled contracts advisor work company throughout ksa 90 000 tax free look experienced contracts advisor assignment initially year contract basis view extend thereafter interview workshop take place usa houston 8 jun 2014please note interview conduct face face phone skype interview applicant select attend interview reimburse travel hotel cost 1000 day interview regardless get job deadline submission 8 may 2014 face face interview onlyplease apply attend interview location phone skype interview many thank wish good bs degree business administration engineering equivalent minimum 6 year experience orb tech engineering minimum 8 year experience orhigh school diploma minimum 10 year experience computer literate w strong command english oral written construction experience preferredpetrochemical experience oroil gas experience prefer duties responsibilities 1 coordinate work closely aramco organizations review procurement requisitions pr scope work sow sole source justification needed 2 coordinate procurement team prepare contract request quotation rfq 3 develop contract base aramco policy specification control organization needs4 review ensure compliance contract aramco approve table authority ensure clarity scope well applicability completeness relate documents 5 participate opening review technical commercial bid presence concerned personnel ensure evaluation criterion clearly establish agree appropriate personnel 6 conduct commercial negotiation w prospective bidder amp secure good value proposal amp protect interests 7 handle issue material equipment ensure relate action perform proper documentation approvals 8 control perform contracting activity include conduct revision amendment resolve contractual claim dispute protect aramco good interest 9 provide consultation organization amp personnel contracting regulation procedure amp guidelines 10 provide necessary support procurement section ensure cost effective selection material service supplier ensure compliance predetermine specification aramco requirements 11 act main point contact handle contractual activity coordination legal advisor review develop contract term payment schedule coordination finance department 12 prepare contract activity status report identify action overdue provide sound justification delay expect time completion 13 coordinate concerned organization aramco follow contract close action ensure relevant activity control organization compliance relevant contracting guideline instruction 14 conduct regular contract review ensure delivery expect good service perform accord agree term condition respective organization aramco 15 participate conduct pre bidding meeting negotiation site visit respond bidder question relate contract condition relate technical commercial terms 16 provide input contract award process follow award vendor registration forms 17 submit regular report supervisor contracting 18 perform related duty assign supervisor contracting package salary total 90k inclusive allowance tax free accommodation 3 leave year free air tickets free medical care medical insurance 1 year contract renewable merit increase long term employment opportunity car provided tax fre full time mid senior level high school equivalent oil energy engineering oil gas
0,data network engineer gb lnd london 70000 90000 middle east recruitment specialized recruitment consulting agency establish since 1997 found professional understand need exceptional people corporate world headquarter london middle east recruitment become successful provide good talent consulting service array industry sector major oil amp gas company kingdom saudi arabia seek highly skilled data network engineering work company throughout ksa 90 000 tax free look experienced data network engineering assignment initially year contract basis view extend thereafter interview workshop take place usa houston 8 jun 2014please note interview conduct face face phone skype interview applicant select attend interview reimburse travel hotel cost 1000 day interview regardless get job deadline submission 8 may 2014 face face interview onlyplease apply attend interview location phone skype interview many thank wish good bs degree engineering minimum 6 year experience orb tech engineering minimum 8 year experience orhigh school diploma minimum 10 year experience strong command english oral amp write ensure smooth operation organization datum network order provide maximum performance availability system user responsible designing instal maintain support lan wan voip infrastructure branch provide high level technical support datum network system create maintain network documentation maintain hardwareand software standard work project need order upgrade new improve communication equipment procedure must well verse advanced engineering administration multiprotocol router multilayer switch network security device network management system familiar system operation unix novell microsoft etc construction experience preferredpetrochemical experience oroil gas experience prefer salary total 90k inclusive allowance tax free accommodation 3 leave year free air tickets free medical care medical insurance 1 year contract renewable merit increase long term employment opportunity car provided tax free full time mid senior level high school equivalent oil energy engineering oil gas
0,civil engineer instrumentation electrical mechanical rotating architectural safety piping engineer gb lnd london 70000 90000 middle east recruitment specialized recruitment consulting agency establish since 1997 found professional understand need exceptional people corporate world headquarter london middle east recruitment become successful provide good talent consulting service array industry sector major oil amp gas company kingdom saudi arabia seek highly skilled engineer civil electrical instrumentation electrical mechanical rotating architectural safety piping work company throughout ksa 90 000 usd tax free look experienced engineer civil electrical instrumentation electrical mechanical rotating architectural safety piping assignment initially year contract basis view extend thereafter interview workshop take place usa houston 8 jun 2014please note interview conduct face face phone skype interview applicant select attend interview reimburse travel hotel cost 1000 day interview regardless get job deadline submission 8 may 2014 face face interview onlyplease apply attend interview location phone skype interview many thank wish good bs degree engineering minimum 6 year experience orb tech engineering minimum 8 year experience orhigh school diploma minimum 10 year experience prefer oil industry similar process industry must thorough knowledge engineering practice economic principle calculation method design detail u aramco codes standards specifications computer literate excellent command english oral writtenconstruction experience preferredpetrochemical experience oroil gas experience prefer salary total 90k inclusive allowance tax free accommodation 3 leave year free air tickets free medical care medical insurance 1 year contract renewable merit increase long term employment opportunity car provided tax free full time mid senior level high school equivalent oil energy engineering oil gas
0,engineering support safety gb lnd london 70000 90000 middle east recruitment specialized recruitment consulting agency establish since 1997 found professional understand need exceptional people corporate world headquarter london middle east recruitment become successful provide good talent consulting service array industry sector major oil amp gas company kingdom saudi arabia seek highly skilled engineering support safetyto work company throughout ksa 90 000 tax free look experienced engineering support safetythe assignment initially year contract basis view extend thereafter interview workshop take place usa houston 8 jun 2014please note interview conduct face face phone skype interview applicant select attend interview reimburse travel hotel cost 1000 day interview regardless get job deadline submission 8 may 2014 face face interview onlyplease apply attend interview location phone skype interview many thank wish good bs degree engineering minimum 6 year experience orb tech engineering minimum 8 year experience orhigh school diploma minimum 10 year experience obtain measurement check dimension datum physical condition exist facility require use field study accumulate statistical cost information require maintain planning record prepare sketch engineering job field check drawing markup revision require prepare material list preliminary drawing check availability suitability material material personnel prepare material status determine firm list material prepare routine report supervisor approval monthly narrative various maintenance report maintain record file perform duty request supervisor field check various work order request estimate type amount maintenance manpower require supply breakdown supervisor checks maintenance force contractor proper completion approve work checks equipment usage time report computer literate excellent command english oral written construction experience preferredpetrochemical experience oroil gas experience prefer salary total 90k inclusive allowance tax free accommodation 3 leave year free air tickets free medical care medical insurance 1 year contract renewable merit increase long term employment opportunity car provided tax free full time mid senior level high school equivalent oil energy engineering oil gas
